Recipe name,Ingredients,Image link,Preparing Time,Cooking Time,Difficulty,Persons,Recipe steps
Слабосоленая форель (семга),"[{'Title': 'Рыба'}, {'Семга': '1 кг'}, {'Title': 'Специи'}, {'Соль': '3 ст. л.'}, {'Сахар': '2 ст. л.'}, {'Приправа фенхель': '0,5 ст. л.'}, {'Кориандр': '0,5 ч. л.'}, {'Ягоды можжевельника': '4-5 шт.'}, {'Перец': '4-5 горошин'}]",https://cooklikemary.ru/sites/default/files/sol7.jpg,0,до 1440 мин.,2,3,"['Советую специи выбрать в зернах и перемолоть собственноручно, именно в таком количестве они и приведены в этом рецепте. Вы можете воспользоваться кофемолкой или ступкой. Свежемолотые специи обладают более ярким и ароматным вкусом.', 'Вытащите косточки из филе рыбы. Разрежьте на две равные части. Помойте и высушите, воспользовавшись бумажным полотенцем.', 'Соедините сахар, соль и перемолотые специи в одной посуде и перемешайте.', 'Натрите филе со всех сторон, в т.ч шкурку. Сложите в контейнер филе кожей вниз, а сверху уложите второй кусочек, мясом друг к другу. Прикройте фольгой и чуть придавите нетяжелым грузом. Через 24 часа рыба будет готова.']"
Сырники,"[{'Творог': '500 гр. (9%)'}, {'Яйцо': '1 шт.'}, {'Сахар': '1-1,5 ст.л'}, {'Ванильный сахар': '1 ч.л'}, {'Мука': '2 ст.л+ мука для обжаривания'}, {'Манка': '1 ст.л'}, {'Сливочное масло': '(или растительное)'}, {'Соль': 'щепотка (по желанию)'}]",https://cooklikemary.ru/sites/default/files/2017-04-08_08-14-57.jpg,0,до 15 мин.,1,4,"['Заверните творог в марлю, положите в дуршлаг и прижмите грузом минимум на 1-2 часа. Лучше поставьте заранее эту конструкцию в холодильник на ночь, а утром у вас будет лучший творог для сырников.', 'Перетрите творог ложкой. Добавьте яйцо, муку, манку, обычный сахар и ванильный сахар. Перемешайте и положите тесто в холодильник на 30 минут. Манке необходимо время немного разбухнуть. Если нет времени, то можно приготовить только с мукой.(но они будут менее воздушными)', 'Насыпьте муку на доску. Скатайте из теста шарики, обваляйте в муке и слегка приплюсните.', 'Разогрейте сковороду, добавьте масло и обжарьте сырники с двух сторон быстро на среднем огне. Затем уменьшите огонь до минимума и закройте крышкой.', 'Посыпьте сахарной пудрой и подавайте со сметаной, клубничным джемом. Свежие ягоды станут прекрасным дополнением.']"
Клубничный пирог,"[{'Title': 'Тесто'}, {'Мука': '300 гр.'}, {'Сливочное масло': '150 гр.'}, {'Сахар': '1 ст. л'}, {'Соль': 'щепотка'}, {'Яйцо': '1 шт.'}, {'Title': 'Начинка'}, {'Клубника': '150 гр.'}, {'Сливки': '200 мл. (33%)'}, {'Желток': '2 шт.'}, {'Кукурузный крахмал': '2 ст. л'}, {'Сахар': '100 гр.'}, {'Ваниль': 'семена 1 стручка (можно заменить на ванилин, ванильную эссенцию или сахар)'}]",https://cooklikemary.ru/sites/default/files/2017-04-02_09-25-37.jpg,0,до 60 мин.,1,8,"['Всыпьте в миску просеянную муку. Сделайте в ней ямку, добавьте 1 ст.л. сахара, щепотку соли, яйцо и размягченное и порезанное сливочное масло.', 'Быстро вымешайте тесто кончиками пальцев и скатайте в колобок. Уберите в холод на 3 часа. Тесто можно сделать заранее и держать в холодильнике в фольге.', 'Присыпьте поверхность мукой и раскатайте тесто скалкой в пласт толщиной 0,5 см. Выложите тесто в форму для пирога.', 'Наколите дно вилкой, накройте бумагой для выпечки по размеру формы и засыпьте сухим рисом или фасолью.', 'Выпекайте 10 минут при температуре 180º.', 'В миске взбейте холодные сливки с желтком и сахаром. Добавьте семена ванили и крахмал. Перемешайте.', 'Помойте клубнику, удалите хвостики и обсушите.', 'Выньте рис и бумагу из формы. Залейте жидкость. Выпекайте еще в течение 10 минут , флан не должен подрумяниться.', 'Достаньте пирог. Плотно разложите ягоды поверх флана, присыпьте немного сахаром. И выпекайте минут 20-30. При необходимости накройте фольгой.', 'Дайте остыть и режьте пирог прямо в форме.']"
Котлеты из филе и печени трески,"[{'Треска': '600 гр. (филе)'}, {'Печень трески': '100 гр.'}, {'Белок': '1 шт.'}, {'Укроп': 'небольшой пучок'}, {'Петрушка': 'небольшой пучок'}, {'Панировочные сухари': 'для обсыпки'}, {'Title': 'Для подачи'}, {'Зеленый лук': 'по вкусу'}, {'Растительное масло, соль, перец': ''}]",https://cooklikemary.ru/sites/default/files/img_8472_0.jpg,до 10 мин.,до 20 мин.,1,4,"['Нарежьте филе трески на небольшие кусочки и взбейте в три подхода в чаше блендера.', 'Слейте лишний жир с печени трески. Взбейте печень трески и добавьте к треске.', 'Нарежьте мелко зелень. Отсоедините белок. Добавьте к треске. Посолите, поперчите и все перемешайте.', 'Слепите котлеты, обваляйте в сухарях и обжарьте на растительном масле в хорошо разогретой сковороде на среднем огне до золотистого цвета. Посыпьте готовые котлеты зеленым луком.']"
Жареный беби-картофель,"[{'Картофель': '300 гр. (Беби)'}, {'Чеснок': '2-3 дольки'}, {'Розмарин': 'веточка'}, {'Оливковое масло': ''}, {'Соль, перец': ''}]",https://cooklikemary.ru/sites/default/files/img_8450.jpg,0,до 20 мин.,1,2,"['Помойте картофель. Вскипятите воду в небольшой кастрюле и отварите картофель в течение 10 минут в подсоленной воде.', 'Разогрейте оливковое масло. Добавьте чеснок и розмарин. Обжарьте картофель до золотистого цвета с двух сторон. Посолите, поперчите. Выключите. Закройте крышкой, чтобы дошла.']"
Лапша со спаржей и грибами вешенками,"[{'Спаржа': '250 гр.'}, {'Грибы вешенки': '250-300 гр.'}, {'Лапша гречневая': '150 гр. (пшеничная)'}, {'Темное кунжутное масло': '1-2 ст.л'}, {'Чеснок': '2-4 дольки (по вкусу)'}, {'Устричный соус': '2 ст.л (по вкусу)'}, {'Соевый соус': 'по желанию'}, {'Title': 'Для подачи'}, {'Перец Чили': 'по желанию'}, {'Кинза': 'по желанию'}]",https://cooklikemary.ru/sites/default/files/img_8048.jpg,до 10 мин.,до 10 мин.,1,3,"['Отварите лапшу согласно инструкции на упаковке. Готовую лапшу откиньте на дуршлаг, добавьте немного масла, перемешайте и отложите на время.', 'Нарежьте спаржу на равные слайсы 3-5 см в длину.', 'Нарежьте грибы на тонкие слайсы в длину примерно 2 см. Чеснок измельчите.', 'Разогрейте кунжутное масло в сковороде.', 'Добавьте чеснок и обжарьте в течение нескольких секунд. Добавьте грибы и спаржу и жарьте в течение 5-7 минут (до мягкости спаржи)', 'Добавьте лапшу, устричный соус. Вместо соли можно добавить немного соевого соуса.', 'При подаче посыпать измельченным перцем чили и кинзой.']"
Мидии,"[{'Мидии': '960 гр. (замороженные)'}, {'Белое сухое вино': '240 гр.'}, {'Чеснок': '3 дольки'}, {'Черный перец': 'половина ч.л'}, {'Тимьян': '4 веточки свежий (можно без него)'}, {'Лавровый лист': '2 шт.'}, {'Лук порей': '1 шт. (белая часть)'}, {'Морковь': '1 шт.'}, {'Сливочное масло': '60 гр.'}, {'Петрушка': 'небольшой пучок (свежая)'}]",https://cooklikemary.ru/sites/default/files/img_0880.jpg,до 10 мин.,до 10 мин.,1,3,"['Разморозьте мидии в холодильнике в течении минимум 12 часов (бережная разморозка).', 'Чеснок измельчите. Морковь и порей нарежьте на очень тонкие брусочки.', 'Разогрейте сливочное масло в кастрюле. Обжарьте в течение 1-2 минут морковь, порей и чеснок. Добавьте мидии, тимьян, вино, лавровый лист и перец. При необходимости посолите.', 'Закройте кастрюлю крышкой и подождите пока все мидии откроются. Это примерно 3 минуты.', 'Перед подачей посыпьте свежей петрушкой.']"
Тайский кокосовый суп с курицей (Том кха),"[{'Куриный бульон': '1 литр.'}, {'Куриная голень': '300 гр. (или бедро)'}, {'Лук шалот': '1 большая'}, {'Имбирь': '(корень) 3-4 см.'}, {'Чеснок': '3-4 дольки'}, {'Сорго лимонное': '1 шт.'}, {'Листья лайма': '6 шт.'}, {'Вёшенки': '100 гр.'}, {'Помидоры черри': '100 гр. ( или10 шт.)'}, {'Сок лайма': '1 шт.'}, {'Кокосовое молоко': '400 гр.'}, {'Рыбный соус': '100 мл.'}, {'Сахар': '1 ст.л ( или по вкусу)'}, {'Кинза': 'по желанию'}, {'Перец Чили': 'по желанию'}, {'Рисовая лапша': 'по желанию'}, {'Растительное масло, соль': ''}]",https://cooklikemary.ru/sites/default/files/2017-03-05_11-47-201.jpg,до 20 мин.,до 30 мин.,2,4,"['Отварите куриный бульон (можно накануне). Процедите. Достаньте куриное мясо и нарежьте на кубики или полоски.', 'Измельчите лук и чеснок. Имбирь натрите на терке. Помидоры черри разрежьте на половинки. Грибы нарежьте на полоски.', 'Нагрейте растительное масло в кастрюле на умеренном огне и добавьте лук-шалот , чеснок, имбирь. Добавьте сорго. Жарьте до золотистого цвета.', 'Добавьте бульон, листья лайма, сахар, рыбный соус и кокосовое молоко. Доведите до кипения и варите при пузырьковом кипении 15 минут,  сцедите в другую кастрюлю. Добавьте курицу, грибы и помидоры. Снова доведите до кипения.', 'Добавьте сок лайма, соль и скорректируйте вкус сахаром и рыбным соусом. Рисовую лапшу залейте кипятком на пару минут, откиньте на друшлаг. Добавьте рисовую лапшу в тарелку перед подачей, посыпьте свежей кинзой и измельченным перцем чили (по вкусу).']"
"Зеленая фасоль с шампиньонами, молодой морковью и помидорами черри","[{'Зеленая фасоль': '300-400 гр.'}, {'Морковь': '2 шт. (молодая)'}, {'Помидоры черри': '5 шт.'}, {'Шампиньоны': '5 шт.'}, {'Чеснок': '3-4 дольки'}, {'Сливочное масло': '10 гр.'}, {'Розмарин': 'веточку (или тимьян)'}, {'Оливковое масло, соль, смесь специй итальянские травы.': ''}]",https://cooklikemary.ru/sites/default/files/img_7960.jpg,до 10 мин.,до 15 мин.,1,2,"['Вскипятите воду в небольшом сотейнике. Посолите. Закиньте помидоры и фасоль. Через минуту помидоры вытащите, положите в холодную воду, а затем аккуратно очистите от кожуры. Фасоль достаньте еще через 2-3 минуты. Откиньте на дуршлаг.', 'Морковь разрежьте вдоль на 4-5 частей. Шампиньоны на 4 части.', 'Разогрейте сковородку с оливковым маслом. Добавьте розмарин и чеснок и немного дайте им прожариться. К ним положите морковь и быстро обжарьте до золотистого цвета. Уберите розмарин и чеснок. Добавьте шампиньоны и обжарьте морковью до красивого цвета.', 'К моркови и шампиньонам присоедините фасоль и помидоры. Добавьте небольшой кусочек сливочного масла. Посолите и приправьте специями. Закройте крышкой и потушите в течение 7-10 минут (попробуйте фасоль на мягкость) на небольшом огне. Непосредственно перед подачей или перед тушением (на ваш вкус) посыпьте измельченным чесноком.']"
Бефстроганов,"[{'Говядина': '500 гр. (мякоть)'}, {'Шампиньоны': '250-300 гр. или белые грибы (замороженные)'}, {'Сливочное масло': '30 гр.'}, {'Сливки': '150 мл. (20%)'}, {'Сметана': '150 мл.'}, {'Лук репчатый': '1 шт'}, {'Укроп': 'несколько веточек'}, {'Петрушка': 'несколько веточек'}, {'Дижонская горчица': '1 ч.л (по желанию добавить в конце приготовления)'}, {'Соль, перец': ''}]",https://cooklikemary.ru/sites/default/files/img_7979.jpg,до 15 мин.,до 30 мин.,1,4,"['Нарежьте мякоть на тонкие полоски (примерно 4 см. в длину и 0,5 в ширину).', 'Нарежьте мелко кубиками лук. Ошпарьте белые грибы и нарежьте их тонкими полосками. При необходимости ошпарьте повторно.', 'Сильно разогрейте сковородку. Положите кусочек сливочного масла и обжарьте мясо в четыре приема на большом огне небольшими порциями (добавляя немного сливочного масла). На каждую порцию уйдет примерно по 3 минуты. Мясо отложите пока в сторону.', 'Обжарьте лук и грибы на среднем огне в течение примерно 10-15 минут (смотря какие вы выбрали) до золотистого цвета.', 'Верните мясо, добавьте сливки и сметану. Посолите, поперчите. Доведите до кипения. Выключите. Добавьте свежую зелень.', 'Подавайте с соленым огурцом и картофельным пюре. Но самым вкусным и полезным вариантом будут овощи (как на фото).']"
Шоколадный пирог (тарт),"[{'Title': 'Тесто'}, {'Мука': '200 гр.'}, {'Какао': '25 гр.'}, {'Сахарная пудра': '25 гр.'}, {'Сливочное масло': '120 гр.'}, {'Желток': '1 шт.'}, {'Вода': '2 ст.л'}, {'Соль': 'щепотка'}, {'Title': 'Начинка'}, {'Сливки': '500 гр. (33-35%)'}, {'Сахарная пудра': '75-100 гр.'}, {'Темный шоколад': '300 гр. (70%)'}, {'Яйцо': '2 шт.'}]",https://cooklikemary.ru/sites/default/files/img_7833.jpg,до 45 мин.,до 40 мин.,1,10,"['Для теста просейте в чашу муку, сахарную пудру и какао.', 'Холодное сливочное масло порежьте на кубики и положите к сухим ингредиентам. Добавьте щепотку соли и перемешайте в крошку.', 'Добавьте желток, две ложки холодной воды и перемешайте до однородности. Скатайте в шар, оберните пленкой и уберите в холодильник на 30 минут.', 'Разогрейте духовку до 200º. Поставьте в нее противень. Дно разъемной формы застелите бумагой, а края смажьте сливочным маслом. Раскатайте тесто на присыпанной мукой поверхности (и скалку не забудьте присыпать). Уложите тесто в форму и выровняйте по дну и стенкам (можно воспользоваться ножом).', 'Наколите тесто вилкой. Накройте пергаментом и засыпьте сухим рисом или бобами. Выпекайте 20 минут на противне при 200º.', 'Поставьте сотейник со сливками и сахарной пудрой на средний огонь и доведите до кипения. Снимите с огня добавьте кусочки шоколада. Затем вмешайте яйца. Перемешайте.', 'Залейте тесто шоколадной начинкой . Выпекайте 20 минут. Начинка посередине должна быть немного жидкой. А края должны быть застывшие.', 'Остудить. Достать из формы и подавать.', 'Приятного аппетита!']"
"Семга с брокколи, шпинатом, зелёным горошком и чесноком.","[{'Семга': '400-500 гр. (Форель)'}, {'Брокколи': '8  шт. соцветий'}, {'Шпинат': 'большая горсть'}, {'Замороженный горошек': 'большая гость'}, {'Сливки': '100-150 мл. (20%)'}, {'Сливочное масло': 'небольшой кусочек'}, {'Шалфей': 'веточка'}, {'Чеснок': '3-4 дольки'}, {'Сок лимона': 'половина'}, {'Приправы: мускатный орех, итальянские травы.': ''}]",https://cooklikemary.ru/sites/default/files/img_0343_0.jpg,0,до 30 мин.,1,3,"['Посолить, сбрызнуть филе рыбы соком лимона и оливковым маслом.Поставить в разогретую духовку при 180º на 10 минут.', 'В это время отварить брокколи в подсоленной воде в течение 2 минут. Вытащить. Оставить в кастрюле 100 мл. воды от брокколи.', 'Чеснок нарезать слайдами. Добавить в воду горошек, сливочное масло, чеснок. Довести до кипения.', 'Уменьшить огонь и добавить сливки, шалфей и приправить специями. Готовить в течение примерно 5 минут.', 'Положить к рыбе брокколи, шпинат и полить соусом вместе с горошком. Сбрызнуть оливковым маслом и запекать в течение еще 10 минут.', 'Приятного аппетита!']"
Лимонный кекс,"[{'Лимон': '2 шт.;'}, {'Яйцо': '4 шт.;'}, {'Мука': '200 гр.;'}, {'Миндальная мука': '100 гр.;'}, {'Сливочное масло': '120 гр.;'}, {'Разрыхлитель': '1 ч.л.;'}, {'Ванилин': '1,5 гр.;'}, {'Сахар': '120 гр.;'}, {'Title': 'Для сиропа'}, {'Сок лимона': '1 шт.;'}, {'Сахар': '50 гр.'}]",https://cooklikemary.ru/sites/default/files/img_9963.jpg,до 15 мин.,до 50 мин.,1,8,"['Натрите на мелкой терке цедру двух лимонов и выжмите сок.', 'Взбейте масло с сахаром.', 'По одному введите яйца, каждый раз тщательно их взбивая.', 'Добавьте миндальную муку, ванилин, сок и цедру лимонов. Взбейте еще раз.', 'Введите муку, перемешанную с разрыхлителем. Перемешайте ложкой.', 'Выпекайте в смазанной форме (по необходимости, дополнительно выстеленной бумагой для выпечки) 50 минут при 180º.', 'Для сиропа. Сок одного лимона выжмите (примерно 50 мл.) Поставьте на огонь кастрюльку с сахаром и лимонным соком и нагревайте, помешивая, пока сахар не растворится. Пока пирог еще теплый полейте его сиропом.']"
Пицца 4 сыра на бездрожжевом тесте,"[{'Title': 'Тесто'}, {'Мука': '2 стакана+немного для раскатывания;'}, {'Яйцо': '2 шт.;'}, {'Соль': '1 ч.л;'}, {'Оливковое масло': '1 ст.л.;'}, {'Молоко': 'полстакана.'}, {'Title': 'Соус'}, {'Консервированные томаты в собственном соку': '250-300 гр.;'}, {'Чеснок': '2 дольки;'}, {'Свежий базилик': 'небольшой пучок(можно заменить на сухие прованские травы 1 ч.л.);;'}, {'Сахар': '1 ч.л. (по вкусу);'}, {'Соль': 'по вкусу.'}, {'Title': 'Начинка'}, {'Моцарелла': '100 гр.;'}, {'Сыр горгонзола': '100 гр.;'}, {'Сыр маасдам': '100 гр. (или любой сладковатый сыр);'}, {'Сыр Пармезан': '100 гр.;'}, {'Орегано': 'по вкусу (сухой);'}, {'Руккола': 'по вкусу.'}]",https://cooklikemary.ru/sites/default/files/img_9335.jpg,0,до 40 мин.,1,2,"['Для теста:\r\nМуку смешайте с солью и просейте горкой в миске. Сделайте углубление посередине в виде колодца.', 'Для теста:\r\nВ отдельную посуду налейте теплое молоко, два яйца и ложку масла. Все смешайте венчиком.', 'Для теста:\r\nНебольшими порциями влейте полученную смесь в колодец. Когда вся жидкость впитается, начинайте месить руками. Тесто не должно прилипать к рукам, при необходимости досыпайте муку. Месите тесто пока не станет эластичным.', 'Для теста:\r\nСделайте из теста шар, заверните во влажное полотенце и положите в холод на 30 минут. В это время займитесь начинкой.', 'Для теста:\r\nРазделить шар на две части. Одну уберите обратно в полотенце, а другую начинайте раскатывать.\r\nТесто послушное, раскатывать несложно.', 'Для соуса:\r\nВ отдельную посуду (в чашу блендера удобно) вылейте упаковку протертых помидоров (летом свежих), добавьте нарезанный базилик и измельченный чеснок. Добавьте сахар (не жалейте) и соль по вкусу. Все пробейте блендером.', 'Для начинки:\r\nМоцареллу,горгонзолу и маасдам нарежьте небольшими кусочками. Пармезан крупно натрите.', 'Для начинки:\r\nРаскатайте готовое тесто в небольшой круг на присыпанной муке поверхности. Сбрызните оливковым маслом и отправьте в духовку при 200º на пять минут.', 'Для начинки:\r\nДостаньте тесто из духовки, густо смажьте соусом и сверху положите нарезанные сыры. Посыпьте пармезаном и верните в духовку минут на 12.', 'Готовую пиццу посыпьте орегано и свежей рукколой.']"
Пирог с корицей,"[{'Title': 'Тесто'}, {'Мука': '250 гр.;'}, {'Сливочное масло': '120 гр.;'}, {'Желток': '1 шт.;'}, {'Сахар': '1-2 ст. л.;'}, {'Соль': 'щепотка;'}, {'Вода': '4 ст.л.;'}, {'Title': 'Начинка'}, {'Сахар': '100 гр.;'}, {'Яйцо': '3 шт.;'}, {'Сливки': '250 мл. (33%, жирные);'}, {'Корица': '1 ст.л (молотая);'}, {'Ванильный экстракт': '1/2 ч.л (можно заменить на ванильный сахар 1-2 ст.л, тогда обычного чуть сократить).'}]",https://cooklikemary.ru/sites/default/files/img_9357.jpg,до 40 мин.,до 40 мин.,1,6,"['Тесто. Всыпьте в миску 250 гр. муки. Сделайте ямку и положите в нее 2 ст.л. сахара, соль, желток. Добавьте масло, нарезанное кубиками, разотрите его с мукой и налейте в тесто 4 ст.л. воды.', 'Сделайте шарик, накройте пленкой и уберите в холод на 30 минут.', 'Тем временем подготовьте начинку. Разбейте в миску 3 яйца и слегка взбейте. Добавьте обычный сахар и ванильный, и снова взбейте до побеления.', 'Затем добавьте сливки и корицу.Взбейте еще раз.', 'Раскатайте тесто на присыпанной мукой поверхности (и скалку присыпьте).', 'Смажьте маслом форму  и наполните ее тестом. Наколите дно пирога по всему основанию  вилкой. Влейте начинку и выпекайте при 200º около 40 минут. Если пирог быстро темнеет (не пугайтесь, он должен быть темным из-за корицы), можно уменьшить до 180º и чуть подольше подержать.', 'Дайте остыть и немного осесть. Вытащите из формы (я методом переворачивания) и только потом режьте.\r\nВозможно, у вас (как и у меня) останется лишнее тесто, разрежьте его на полоски, скрутите улиткой, посыпьте сахаром и корицей, запекайте, и у вас получатся печеньки.']"
Самый вкусный луковый суп,"[{'Лук репчатый': '480 гр. (примерно 5 луковиц)'}, {'Сливочное масло': '25-30 гр.'}, {'Говяжий бульон': '380 мл. (можно использовать один вид бульона, лучше говяжий -760 мл.)'}, {'Куриный бульон': '380 мл.'}, {'Тимьян': 'веточка'}, {'Крепленое вино': '24 мл. (Херес, шерри)'}, {'Title': 'Для подачи'}, {'Хлеб': '2 шт. (поджаренный французский хлеб в духовке до румяного цвета)'}, {'Сыр': 'по вкусу. Рюйер, (натертый), в крайнем случае, заменить на эмменталь, пармезан.'}, {'Соль, перец': ''}]",https://cooklikemary.ru/sites/default/files/img_9153.jpg,0,до 30 мин.,1,2,"['Разогрейте в сотейнике сливочное масло и аккуратно карамелизируйте лук. Постоянно мешайте, чтобы не подгорел.(10-15 минут.)', 'Налейте 24 мл. говяжьего бульона. Прожарьте лук до темного цвета, даже коричневого(!) При необходимости повторите с бульоном.(минут 10-15, важен цвет-коричневый, но не горелый)', 'Добавьте оставшийся говяжий и куриный бульон и тимьян.', 'Доведите до кипения и варите на небольшом огне 20 минут для вкуса. В середине добавьте соль, перец по вкусу и крепленое вино.', 'Разлейте суп по жаропрочным тарелкам, положите по кусочку поджаренного в духовке тоста, сверху посыпьте сыром и запеките в духовке пока сыр не подрумянится и образуется аппетитная корочка.\r\nЖду ваших отзывов! Приятного аппетита!']"
Вишисуаз-крем-суп из картофеля и лука-порея,"[{'Картофель': '400 гр. (4-5 шт. средние)'}, {'Лук порей': '400 гр. (белая часть, 6-7 шт.)'}, {'Сливочное масло': '30-50 гр.'}, {'Куриный бульон': '800-1000 мл. (или овощной)'}, {'Сливки': '30 мл. (жирные, 20-30%)'}, {'Title': 'Для подачи'}, {'Бекон': 'обжаренный (по вкусу)'}, {'Лук порей': 'обжаренный (по вкусу)'}, {'Лук-шнитт': '(по вкусу)'}, {'Cоль, белый перец': ''}]",https://cooklikemary.ru/sites/default/files/img_9171.jpg,0,до 30 мин.,1,3,"['Нарежьте тонко кольцами белую часть лука-порея. Нарежьте картофель тонкими слайдами ровного размера.', 'Обжарьте в сотейнике на сливочном масле лук-порей, без потемнения лука. Мешайте.', 'Добавьте к луку картофель и бульон. Посолите, поперчите и варите около 30 минут до мягкости картошки.', 'Сделайте пюре с помощью блендера, а затем протрите через мелкое сито (можно не делать дома). Добавьте сливки.', 'Обжарьте бекон, лук-порей. Украсьте ими готовый суп.\r\nОстудите перед подачей или ешьте горячим.']"
Гречневая лапша с курицей,"[{'Курица': '300 гр. (бедро, грудка)'}, {'Лапша гречневая': '150 гр.'}, {'Сладкий перец': '1/2 (красный)'}, {'Сладкий перец': '1/2 (желтый)'}, {'Грибы вешенки': '100-150 гр. (шампиньоны)'}, {'Морковь': '1/2 (средняя)'}, {'Стручковый горох': '100 гр. (фасоль и др.)'}, {'Чеснок': '2 дольки'}, {'Имбирь': '1-2 см'}, {'Кунжут': '1-2 ст.л'}, {'Кинза': 'небольшой пучок'}, {'Title': 'Для маринада'}, {'Соевый соус': '2 ст.л'}, {'Рисовый уксус': '1 ст.л'}, {'Васаби': '1 ч.л (или по вкусу)'}, {'Title': 'Заправка'}, {'Соевый соус': '2 ст.л'}, {'Мед': '1 ст.л'}, {'Устричный соус': '1-2 ст.л (или 2 ст.л рыбного соуса)'}, {'Сок лайма': '1/2'}, {'Оливковое или кунжутное масло': ''}]",https://cooklikemary.ru/sites/default/files/img_9129.jpg,до 10 мин.,до 20 мин.,1,3,"['Курицу нарезать кубиками и замариновать на время подготовки других ингредиентов.', 'Овощи нарезать. Морковь с помощью овощечистки. Болгарский перец соломкой. Грибы мелко нарезать. Чеснок измельчить. Имбирь натереть на мелкой терке.', 'Ингредиенты готовы. Отварить лапшу. Как правило, минут 10. Откинуть на сито.', 'Обжарить курицу (без маринада) на большом огне с добавлением масла до золотистого цвета. Вытащить и отложить.', 'Добавить еще масла и обжарить овощи минут 5-7. На две минуты можно закрыть крышкой, чтобы добиться мягкости овощей.', 'Соединить курицу, овощи и лапшу. Добавить соус. Перемешать и выключить. Посыпать кинзой и кунжутом.']"
Картофельное пюре,"[{'Картофель': '4 шт. (средние)'}, {'Сливочное масло': '30 гр.'}, {'Желток': '1 шт.'}, {'Укроп': 'небольшой пучок (измельчить)'}]",https://cooklikemary.ru/sites/default/files/img_8819.jpg,0,до 30 мин.,1,2,"['Отварить картофель ""альденте"" минут 10-15 в подсоленной воде.', 'Воду слить. Соединить горячий картофель с маслом. Сделать пюре картофелемялкой. В конце добавить желток и ещё раз помять. Добавить укроп, соль по желанию и перемешать.', 'Застелить противень бумагой для выпекания. Массу переложить в кондитерский мешок и сделать картофельные розочки. Запекать 10-12 минут при 200º до появления красивого золотистого цвета.']"
Гречневые оладьи с копчёным лососем и сметаной,"[{'Мука пшеничная': '85 гр.'}, {'Мука гречневая': '85 гр.'}, {'Белок': '2 шт.'}, {'Молоко': '200 мл.'}, {'Разрыхлитель': '1 ч.л'}, {'Сливочное масло': '1,5 ст.л (растопленного) + немного для жарки'}, {'Сахар': '1 ст.л'}, {'Соль': '1/3 ч.л'}, {'Title': 'Для подачи'}, {'Сметана': 'по жалению'}, {'Копченый лосось': 'по желанию'}, {'Каперсы': 'по желанию'}, {'Оливковое масло, горсть листьев': ''}]",https://cooklikemary.ru/sites/default/files/img_8737.jpg,0,до 15 мин.,1,4,"['Смешайте сухие ингредиенты: два вида муки, сахар, соль, разрыхлитель. Перемешайте.', 'Сделайте углубление в центре и влейте растопленное масло и молоко. Перемешайте и оставьте на пару минут.', 'Взбейте белки до жестких пиков и вмешайте в тесто деревянной (или силиконовой ) лопаткой. Перемешайте.', 'Жарьте на сковороде смазанной сливочным маслом на среднем огне, пока оладушек не подрумянится. Переверните и жарьте на маленьком огне. Дополнительно каждый оладушек можно обвалять в гречневой муке.', 'Разложите оладьи по тарелкам и добавьте сметану, лосось и листья.\r\nЕсть лучше тёплыми! В крайнем случае ещё раз подогрейте перед подачей.']"
Блинчики со шпинатом,"[{'Мука': '125 гр.'}, {'Шпинат': '125 гр.'}, {'Яйцо': '1 шт.'}, {'Молоко': '300 мл.'}, {'Соль': '2 щепотки'}, {'Сахар': '1/2 ст.л'}, {'Сливочное масло': '1 ст. л (растопленного) + немного для жарки'}, {'Title': 'Для подачи'}, {'Творожный сыр': '150 гр.'}, {'Бекон': 'несколько ломтиков'}, {'Укроп': 'небольшой пучок'}]",https://cooklikemary.ru/sites/default/files/img_8779.jpg,0,до 15 мин.,1,2,"['Откиньте шпинат на сито и промойте водой. Возьмите кастрюлю, положите шпинат, залейте его кипятком, посолите и поставьте на огонь на минуту. Откиньте на сито.', 'Высыпьте в миску просеянную муку, соль и сахар.', 'Растопите сливочное масло.', 'Взбейте блендером шпинат с растопленным маслом и яйцом. Добавьте молоко и еще раз взбейте.', 'Добавьте жидкую массу в сухую и хорошо перемешайте венчиком.', 'Разогрейте 20 см сковородку для блинов на сильном огне. Смажьте кусочком сливочного масла. Налейте половник теста, повращайте,  чтобы тесто растеклось по дну и жарьте 1-2 минуты на среднем огне. При необходимости добавляйте масло пока жарите блинчики со шпинатом.', 'Для подачи:\r\nНарежьте мелко зелень и взбейте блендером с творожным сыром. Обжарьте бекон на сухой сковороде.\r\nПодавайте блинчики со шпинатом и творожным сыром и беконом, свернув в трубочку.']"
Киноа с овощами,"[{'Киноа': '250 гр.'}, {'Баклажан': '1 шт.'}, {'Морковь': '1 шт.'}, {'Чеснок': '3 дольки'}, {'Кинза': 'пучок'}, {'Соевый соус': 'по вкусу'}, {'Оливковое масло, сливочное масло, соль': ''}]",https://cooklikemary.ru/sites/default/files/img_8676.jpg,до 10 мин.,до 20 мин.,1,4,"['Нарезать баклажан на маленькие кубики, залить кипятком и оставить на 30 минут. Откинуть на дуршлаг.', 'Отварить киноа согласно инструкции. Как правило 10-12 минут. Не переварить!', 'Откинуть на дуршлаг.', 'Морковь натереть на крупной тёрке. Чеснок мелко порезать.', 'Обжарить чеснок, морковь, баклажан на оливковом масле. Добавить готовый киноа и кусочек сливочного масла, посолить и добавить соевый соус по вкусу.', 'Посыпать мелко порубленную кинзу.']"
